70.9064,36.352
86.5083,44.4969
70.2752,34.0692
63.4532,32.8882
75.9505,39.7208
64.0031,34.0183
67.3168,35.2494
65.4696,35.8671
77.4833,43.051
78.7538,45.9363
59.5922,35.3802
87.3135,53.7162
66.1187,39.0885
60.402,35.693
68.3023,38.877
92.1581,51.6343
62.8599,34.9397
59.8328,32.7925
61.2944,33.0124
62.6243,33.9371
80.8733,45.0319
66.7505,36.4932
88.2383,49.2738
90.2163,49.7131
67.7295,37.8904
68.5445,37.9872
87.3736,50.6573
71.5659,41.6154
61.2162,36.253
61.41,37.0999
80.9494,49.0149
82.7404,49.5673
60.1274,35.1637
83.0186,45.5846
76.843,40.4899
71.6503,37.7763
47.4879,10.1833
66.6245,36.6324
67.3239,37.7969
77.8495,45.2168
65.071,38.165
66.3056,38.2407
67.5793,38.3649
65.9942,37.6376
62.879,36.5601
61.2526,22.2924
61.6636,35.7053
60.419,36.1176
63.3327,37.7038
67.4554,40.2619
77.6949,10.2333
62.5846,36.4916
80.7287,47.9068
84.5112,48.3062
86.1602,50.2974
64.122,37.0754
88.4053,51.5695
78.842,45.3919
49.1522,28.2112
85.1355,49.0842
86.92,50.8467
84.6008,49.8781
56.2346,16.092
90.4049,53.0127
81.5286,47.8791
66.5567,38.3417
74.081,43.6227
63.8935,37.28
82.542,48.624
80.9725,46.0778
72.3811,27.9604
82.0943,46.5675
81.6322,44.7925
82.729,43.9937
88.6653,46.6392
65.7391,34.1626
85.3953,43.0957
72.1077,37.9261
75.1562,39.992
82.5002,43.8272
75.121,41.6983
81.0978,44.7128
83.0265,47.3893
81.2771,45.0879
81.8724,45.3582
55.3761,12.8052
86.5837,50.7283
95.9998,56.1921
93.6227,54.4285
78.7215,44.9817
100.347,61.6014
106.522,65.9819
89.2787,51.9477
90.0474,52.962
97.4894,59.4768
104.948,64.8752
105.693,64.8248
102.077,61.9004
98.0275,59.8189
102.76,62.458
76.0735,43.4794
89.7291,52.0248
106.732,66.3176
101.229,61.8508
75.8562,43.7434
75.2524,42.6537
72.7652,42.0628
73.7593,42.2441
73.9955,42.5538
71.6477,41.2434
79.4336,45.0676
97.3918,56.7219
93.1066,54.8132
106.734,64.7962
74.4453,42.4311
88.8174,51.7621
80.9879,46.7742
86.7454,50.07
77.9244,43.5575
101.459,62.4912
95.641,55.4262
99.6131,61.2133
104.43,64.0609
101.294,59.0047
75.8023,43.005
71.1143,40.7241
87.7476,50.7384
94.4638,54.5427
105.344,64.7749
99.4606,60.4851
97.5938,59.1701
99.2825,60.2052
102.878,62.4389
105.396,64.7208
102.103,61.9887
98.0243,59.2467
104.244,63.9238
107.174,65.6394
98.8119,58.7144
95.1941,57.7276
97.1946,58.5576
104.304,64.1206
102.078,62.899
102.179,62.3664
99.5099,60.0374
94.4025,58.5923
105.278,64.3942
77.9209,43.6075
92.646,54.808
93.2457,54.7955
94.9173,56.5083
90.8068,52.4523
82.6311,47.011
93.0347,54.0618
82.7886,49.2268
85.3779,50.1916
74.8495,42.3803
79.3011,44.202
77.4513,43.2888
88.8503,46.6156
86.2622,51.6515
88.1491,51.0085
85.9737,46.5328
89.8124,49.1953
80.0227,43.4303
74.2103,40.0658
74.1344,39.06
78.9395,39.4778
80.7969,40.4617
91.6772,43.2105
86.0367,43.0006
79.3625,40.2043
71.7883,34.9229
79.9509,38.0244
121.671,49.1252
85.0214,38.41
121.776,58.1256
66.44,15.1404
83.4441,42.1224
86.3892,45.1236
69.9314,21.5623
87.8551,50.5842
81.4498,48.8055
89.3809,54.0082
89.0169,56.845
90.5085,56.9174
95.5678,60.6306
76.6138,47.55
94.0817,59.2532
78.9772,48.6432
88.5841,54.358
92.3045,56.7569
88.7231,55.1602
94.9575,58.8705
75.2661,45.237
74.9963,44.4973
89.9487,54.0563
76.1855,44.0944
74.3795,43.2865
95.2897,56.9253
91.5753,36.227
68.9155,21.9747
88.6824,54.6289
72.3856,43.8166
94.4437,57.9704
89.1754,54.7178
90.3896,55.1716
90.5677,55.5668
72.8439,43.8948
94.9343,57.183
94.1037,56.1877
77.1004,45.0364
74.7346,44.1972
56.4622,16.5808
39.501,8.33433
64.6416,21.712
63.4667,21.2672
62.4642,20.8023
47.7309,12.5867
41.6562,8.75181
68.4303,24.9475
50.2567,13.2338
79.4579,31.1068
79.8465,31.9618
75.7605,26.8556
82.5437,35.6097
53.5159,16.2889
102.106,47.7903
75.8359,47.2658
77.0671,47.9372
49.6948,13.3919
48.4435,13.3656
76.8739,30.7302
54.0451,15.8211
84.1539,33.2919
72.1141,27.7722
70.8444,27.0108
59.5594,20.5129
60.2399,20.4093
66.9414,23.6998
41.2547,8.94353
77.9268,34.0463
85.0535,34.5536
70.8035,27.4494
93.3542,58.2592
64.4769,21.9066
99.6445,61.5318
77.7093,46.8684
55.2227,17.3454
62.7704,22.5776
56.6725,17.3339
65.0038,22.4462
63.4033,21.1915
89.2144,37.6549
63.5791,20.5783
44.6626,8.6783
48.8456,10.169
60.6974,18.0714
67.3455,22.692
56.7358,16.9526
75.0149,29.1275
64.1012,23.7087
42.6138,9.25032
61.2659,21.9194
57.7675,17.8988
58.4786,20.1279
62.7368,20.7123
41.5797,8.65862
41.2148,8.41526
60.8256,19.9301
62.7438,18.016
63.2891,18.2802
55.7029,16.4388
63.6379,19.8632
48.2629,29.8608
72.2603,25.0561
73.7881,42.0581
75.1871,42.824
69.8454,40.802
88.2047,52.5808
89.1274,52.6595
72.3998,40.7301
74.6687,41.397
76.9948,41.451
60.8342,16.0515
73.8156,40.7428
75.2467,25.8249
50.4414,11.496
63.7194,19.3572
87.427,50.4519
75.3674,43.6146
72.4782,42.9337
73.8464,43.3658
72.0001,42.6623
88.5626,53.526
90.0059,54.7028
70.0706,41.8863
90.9845,55.1336
66.8785,24.1418
52.9587,15.3078
75.5578,29.1153
46.7303,11.7332
71.6306,26.5824
58.7699,17.1126
43.4629,8.17599
57.3435,16.2672
59.1817,18.4902
68.5552,23.5742
58.6801,15.8217
43.9557,8.39501
61.3991,17.2721
59.019,16.1966
85.0162,32.2085
74.8666,43.1395
76.6305,44.6072
75.2424,43.6661
94.569,57.4853
76.3919,26.8597
51.5642,11.4454
41.2539,8.404
64.7686,22.5149
82.8433,12.0383
51.8609,14.0954
81.3363,32.8808
65.5061,4.20298
43.3993,7.95204
66.8869,19.458
67.3676,20.8183
72.1604,23.965
74.0742,24.9113
65.5186,21.7683
41.6324,8.29234
53.0299,13.2798
57.5272,15.2434
43.2249,8.12112
42.618,7.72744
75.0726,25.2893
72.7637,24.3308
62.2487,17.5459
55.2904,12.1354
48.6558,8.00241
82.021,25.0208
62.4033,13.1335
56.4793,9.21342
52.0874,8.82775
58.8357,15.2835
61.0494,16.5896
69.4205,20.5174
67.6277,22.4866
54.1255,13.8694
61.4484,18.7252
53.6997,15.048
50.7901,14.7928
63.2271,20.4983
58.2252,17.5039
55.8996,14.5801
64.0591,20.2949
59.9686,18.8847
60.2304,19.2691
50.7453,15.0751
59.186,17.9799
42.1585,8.38362
54.6005,15.329
54.8692,13.5617
61.5404,18.6021
92.3564,32.5079
60.2717,15.8379
49.2042,11.467
41.2852,7.55929
95.5144,36.1401
75.8724,27.4632
42.0401,7.7154
49.6653,12.0807
56.1288,13.949
57.2838,14.7143
78.4821,27.4435
62.9605,18.048
65.3467,20.9246
63.9293,18.1121
52.7742,13.2755
83.4442,28.0244
50.3273,10.8528
42.2881,7.0261
69.7895,22.1345
78.7499,28.6531
71.2069,24.8621
74.6314,27.9308
75.3742,43.0771
54.0066,13.3329
69.8302,23.0882
71.5864,24.131
75.8034,28.2875
54.2229,15.624
80.0598,31.2774
91.0831,54.7684
69.9112,28.5561
46.4464,12.3672
47.4079,12.7889
45.3023,12.438
55.2401,16.3037
54.0952,17.2267
54.3317,16.4621
67.6447,26.0822
52.8432,16.091
53.4711,14.9266
56.9658,17.3258
61.534,19.4973
61.8323,20.476
74.4491,43.7553
55.0209,16.6715
55.5091,17.5613
58.4658,19.5177
39.5014,8.66478
39.3427,8.60185
71.7643,9.74618
57.2585,17.7132
65.2237,21.8424
40.2614,8.65413
62.9478,20.5368
62.2278,20.0457
75.5847,10.1962
58.9281,19.3123
80.8519,12.063
54.5663,15.7588
52.4788,10.9303
73.0775,23.8053
65.6212,20.9954
49.5979,11.1649
73.8927,24.2012
54.9237,15.0356
72.884,26.9
59.5217,17.5116
63.9023,20.9145
59.8266,17.029
55.1992,15.7484
51.4763,14.2379
56.4663,14.5521
67.3958,21.1823
54.4483,13.2397
48.8067,19.5803
43.0983,6.91538
48.5298,9.34687
60.8632,15.7668
56.1658,12.94
44.4072,6.92683
38.7219,6.62377
40.6089,6.73977
42.0698,13.4668
45.2389,7.36792
40.3888,7.11868
40.8725,7.33932
55.8127,11.6859
42.9414,7.84774
56.4212,12.5944
56.0671,13.5084
57.075,16.4182
82.1284,10.2378
81.2907,30.2234
56.411,14.7714
43.891,9.25861
43.3518,8.63984
43.1977,8.50888
75.6428,26.2718
45.0124,8.85145
46.9785,9.41721
46.764,9.00588
68.3211,18.6141
88.4955,51.1583
76.8537,4.82353
46.6799,9.8775
71.728,4.83462
51.0409,9.23434
46.9228,8.98548
52.4104,11.0051
65.2473,14.9213
60.1789,14.047
64.143,17.8725
79.472,29.5967
95.8144,38.9336
57.222,16.5688
66.5261,23.4903
77.1839,31.7641
61.2019,20.9486
60.862,19.3927
50.6738,13.1182
55.5399,16.6132
92.4937,55.23
78.5584,45.6295
62.7984,17.6914
71.7639,25.9054
61.9048,20.7136
51.6432,13.1805
53.3289,14.4142
57.7805,19.2166
79.8425,47.6839
55.9845,16.8617
57.4015,16.2284
59.6015,17.28
70.4312,24.3285
56.9529,15.3284
70.9611,26.7688
69.2593,23.6771
97.0723,56.916
68.9192,24.9891
50.852,14.1168
81.522,10.4394
57.8499,18.4671
64.5336,22.3514
68.8789,25.1332
66.8292,21.5213
48.1043,10.761
47.7821,10.7474
60.067,16.5506
49.1393,11.8915
72.2406,24.8873
60.5682,16.2822
62.9494,18.0739
51.7596,12.9267
68.2991,22.6057
65.355,20.0399
62.7169,19.6489
65.0473,23.0324
64.2297,22.8784
43.5378,9.80743
49.631,12.5615
72.1589,24.5061
66.0645,21.676
62.4393,19.9236
60.9342,17.4386
66.1787,21.3593
71.2433,40.3075
39.5009,7.5947
44.8879,11.0367
56.264,18.4716
56.991,18.9801
64.6077,21.8148
57.8367,18.0318
77.0999,27.2111
58.6151,18.0491
56.357,16.7535
